trick_name,capacity,siteswap,animation,tutorial,difficulty,source,description
Box,3,,https://vignette.wikia.nocookie.net/juggle/images/0/0c/42x_box_200.gif,,,https://juggle.wikia.com/wiki/Box,"         This article is about the solo pattern. For the passing pattern, see Box (passing) .     (4,2x)(2x,4)    3 ball box     Capacity    3     Period    4     Full period    4     Orbits    3     Composition    Prime     States    (1,1)(0,1) (4,2x) (1,1)(1,0) (2x,4)      Ladder diagram         Stack notation    (3,2x)*     Dual    (4x,2)*        (6,6)(2x,2x)    4 ball 2 high 2 low box     Capacity    4     Period    4     Full period    16     Orbits    1     Composition    Prime     States    (Ground state) (1,1)(1,1) (6,6) (1,1)(0,0)(1,1) (2x,2x)      Ladder diagram         Stack notation    (4,4)(2x,2x)*     Dual    (6x,6x)(2,2)        (6,2x)(6,2x)(2x,6)(2x,6)    4 ball synch pseudoshower     Capacity    4     Period    8     Full period    16     Orbits    2     Composition    Prime     States    (Excited state) (1,1)(0,1)(0,1) (6,2x) (1,1)(0,1)(1,0) (6,2x) (1,1)(1,0)(1,0) (2x,6) (1,1)(1,0)(0,1) (2x,6)      Ladder diagram         Stack notation    (4,2x)(4,2x)*     Dual    (6x,2)(6x,2)*        (8,2x)(4,2x)(2x,8)(2x,4)    4 ball high-low box     Capacity    4     Period    8     Full period    8     Orbits    4     Composition    Prime     States    (Excited state) (1,1)(0,1)(0,1) (8,2x) (1,1)(0,1)(0,0)(1,0) (4,2x) (1,1)(1,0)(1,0) (2x,8) (1,1)(1,0)(0,0)(0,1) (2x,4)      Ladder diagram         Stack notation    (4,2x)(3,2x)*     Dual    (6x,4)(6x,0)*      Anagrams    (8,2x)(2x,4)(2x,8)(4,2x)        (c,2x)(8,2x)(4,2x)(2x,c)(2x,8)(2x,4)    5 ball high-middle-low box     Capacity    5     Period    12     Full period    12     Orbits    5     Composition    Prime     States    (1,1)(0,1)(0,1)(0,1) (c,2x) (1,1)(0,1)(0,1)(0,0)(0,0)(1,0) (8,2x) (1,1)(0,1)(0,0)(1,0)(1,0) (4,2x) (1,1)(1,0)(1,0)(1,0) (2x,c) (1,1)(1,0)(1,0)(0,0)(0,0)(0,1) (2x,8) (1,1)(1,0)(0,0)(0,1)(0,1) (2x,4)      Ladder diagram         Stack notation    (5,2x)(4,2x)(3,2x)*     Anagrams    (c,2x)(2x,8)(4,2x)(2x,c)(8,2x)(2x,4) (c,2x)(2x,c)(4,2x)(2x,4)(8,2x)(2x,8) (c,2x)(8,2x)(2x,4)(c,2x)(2x,8)(2x,4)    The box is a synchronous pattern with a shape resembling a box. In a 3 ball box, two balls go straight up and down on the sides, and the other is thrown back and forth horizontally at the bottom of the pattern. In siteswap notation, the 3 ball box is (4,2x)* . Each time you throw, you throw two balls: The right hand throws a ball straight up, and the left hand throws another ball straight across into the right hand. Then the same throws are repeated on the other side, with the left hand throwing straight up and the right hand throwing straight across.  Contents [ show ]  Box patterns with higher numbers Edit    2 high 2 low box - the easiest kind of box pattern for even numbers  (6,6)(2x,2x) , (a,a)(2x,2x)      Sprung patterns   (4,2x)* , (6x,2x)* , (8,2x)*   The 3 ball box is a sprung 2 ball fountain . Sprung fountain patterns with higher numbers also have a box-like shape, but sprung cascades don't.     Synch pseudoshowers   (4,2x)* , (6,2x)(6,2x)* , (8,2x)(8,2x)(8,2x)*      Stacked synch pseudoshowers  (4,2x)* , (8,2x)(4,2x)* , (c,2x)(8,2x)(4,2x)*       The siteswaps (6,4x)* and (8,6x)* are analogous to the 3 ball pattern (4,2x)* , but they don't have a box shape.   World records Edit  Box world records with publicly available video evidence:  3 ball (4,2x)*: 54 minutes and 34 seconds by Eric Simonson in 2013 ( video ) 4 ball (8,2x)(4,2x)*: 4 minutes 35 seconds by Max Kuschmierz in 2018 ( video ) 5 ball (c,2x)(8,2x)(4,2x)*: 11 rounds by Jan Daumin in 2016 ( video )  Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in box patterns, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. 3 ball box: Prerequisites: 3 ball cascade  Exercises to prepare for (4,2x)* :  1 ball 4  1 ball 2x  2 ball (4,2x)  2 ball (4,2x)(2x,0)  3 ball (4,2x)(4x,2)   4 ball box: Prerequisites: 4 ball fountain , 3 ball box Exercises to prepare for (8,2x)(4,2x)* :  1 ball 6  2 ball (6,2x)  2 ball (6,2x)(6,0)  3 ball (6,2x)*  3 ball (6,2x)(6,2x)(2x,0)  4 ball (6,2x)(6,2x)*  1 ball 8  2 ball (8,2x)  2 ball (8,2x)(4,0)  3 ball (8,2x)*  3 ball (8,2x)(4,2x)(2x,0)   5 ball box: Prerequisites: 5 ball cascade , 4 ball box (8,2x)(4,2x)*  Exercises to prepare for (c,2x)(8,2x)(4,2x)* :  3 ball (8,2x)(8,2x)(2,0)(2x,0)  3 ball (8,2x)(8,2x)(8,0)(0,0)(2x,0)  4 ball (8,2x)(8,2x)(2,2)*  4 ball (8,2x)(8,2x)(8,2x)(2x,0)*  5 ball (8,2x)(8,2x)(8,2x)*  1 ball c  2 ball (c,2x)  2 ball (c,2x)(8,0)  3 ball (c,2x)*  3 ball (c,2x)(8,2x)(2,0)(2,0)(2x,0)  3 ball (c,2x)(8,2x)(4,0)(0,0)(2x,0)*  4 ball (c,2x)(8,2x)(2,2)(2,2)*  4 ball (c,2x)(8,2x)(4,2x)(2x,0)*   Variations Edit  (6,2x)(2x,2x)*  Double box  Extended box  Luke's shuffle  N-box  Upside-down box  Sideways box  Broken box  True box  Vertical box   (6,4x)*  Sprung patterns  Pseudoshower       Box  Box variations by Tsubasa Murakami       The Box Juggling Tutorial 20  3 ball box tutorial       4 Ball Box Tutorial  4 ball box tutorial      Retrieved from "" http://juggle.wikia.com/wiki/Box?oldid=21366 ""     "
Slapbacks,,,,"http://www.youtube.com/watch?v=xbv3Ojtxn5E#t=2m40s,,,",,https://juggle.wikia.com/wiki/Slapbacks,"             Slap is Back  Slapback tricks by Iver Tronstad       2012 IJA Tutorial Contest 3 Club Slap-Backs  3 club slapback tutorial    Slapbacks are a trick where the clubs are under- rotated so that the shell end lands in your hand, and instead of catching the shell, you slap it to make the club rotate back in the other direction and catch it on the handle. Slapbacks were first performed by Bob Dupont in the 1940s. Turnovers are a variation of this trick where you catch a club on the shell, then make it do a quick half rotation in the normal direction and catch it again on the handle.   Video (at 1:30): 4 club turnovers  World records Edit  Slapback world records with publicly available video evidence:  4 clubs: 39 catches by Kenny Cheung in 2016 ( video at 0:08) 5 clubs: 31 catches by Iver Tronstad in 2013 ( video ) 6 clubs: 6 catches by Eivind Dragsjø in 2016 ( video at 9:15)  Unverified claims:  3 clubs: 10 minutes by Ameron Rosvall in 2008 ( claim ) 4 clubs: 40 catches by Felix Sürbe in 2018 ( claim )    Retrieved from "" http://juggle.wikia.com/wiki/Slapbacks?oldid=21626 ""     "
Stack,,,,,,https://juggle.wikia.com/wiki/Stack,"         For other uses, see Stacked shower and Stack notation .     Koblikov 10 balls pirouette !!!  10 ball stacked 10 up 360 by Alexander Koblikov     A stack is a multiplex throw where all the objects are thrown to the same hand (not necessarily the same hand that threw them), typically done so that the objects are ""stacked"" vertically in the air. In a self stack, all the objects return to the hand that threw them, and in a crossing stack, all the objects cross over to the other hand. A clustered multiplex is a stacked throw where all the objects being thrown are treated as one object, so they will all be gathered into one hand before any of them is thrown again. A clustered duplex is written in siteswap notation using two of the same number ( e.g. [33], [44], [55] ). A non-multiplex pattern can be made into a multiplex pattern using twice as many objects by making every throw a duplex cluster. Any composite number of objects can be juggled in a multiplex pattern similar to a basic non-multiplex pattern by throwing the same kind of clustered stack for every throw. A cut multiplex is a stack where one of the objects is caught and thrown again before catching any other objects that were part of that throw. A cut duplex is written in siteswap using either two different odd numbers ( e.g. [53], [73], [75] ) or two different even numbers ( e.g. [64], [84], [86] ).     6 ball duplex stacks Siteswap: [33]   6 ball asynch cut duplexes Siteswap: [42T] or ([64],2)*   6 ball synch cut duplexes Siteswap: ([42T],[42T]) or ([64],[64])(2,2)     8 ball asynch duplex stacks Siteswap: [44]   8 ball synch duplex stacks Siteswap: ([44],[44])   9 ball triplex stacks Siteswap: [333]     10 ball duplex stacks Siteswap: [55]   12 ball duplex stacks Siteswap: [66]   12 ball triplex stacks Siteswap: [444]         Secret Extra Throws! (juggling tutorial)  Cut multiplex patterns tutorial    See also Edit  Split  Slice     Retrieved from "" http://juggle.wikia.com/wiki/Stack?oldid=20920 ""     "
Pseudohalfshower,5,,https://vignette.wikia.nocookie.net/juggle/images/8/85/64_200.gif,,,https://juggle.wikia.com/wiki/Pseudohalfshower,"            64    5 ball asynch pseudohalfshower     Capacity    5     Period    2     Full period    12     Orbits    2     Composition    Prime     States    (Ground state) 11111 (6) 111101 (4)      Ladder diagram         Stack notation    54     Dual    Self-dual        (6,4)    5 ball synch pseudohalfshower     Capacity    5     Period    2     Full period    12     Orbits    2     Composition    Prime     States    (1,1)(1,1)(1,0) (6,4)      Ladder diagram         Stack notation    (5,4)     Dual    Self-dual        84    6 ball asynch pseudohalfshower     Capacity    6     Period    2     Full period    8     Orbits    2     Composition    Prime     States    (Excited state) 1111101 (8) 11110101 (4)      Ladder diagram         Stack notation    64     Dual    Self-dual        (8,4)    6 ball synch pseudohalfshower     Capacity    6     Period    2     Full period    8     Orbits    2     Composition    Prime     States    (Excited state) (1,1)(1,1)(1,0)(1,0) (8,4)      Ladder diagram         Stack notation    (6,4)     Dual    Self-dual        86    7 ball asynch pseudohalfshower     Capacity    7     Period    2     Full period    24     Orbits    2     Composition    Prime     States    (Ground state) 1111111 (8) 11111101 (6)      Ladder diagram         Stack notation    76     Dual    Self-dual        (8,6)    7 ball synch pseudohalfshower     Capacity    7     Period    2     Full period    24     Orbits    2     Composition    Prime     States    (1,1)(1,1)(1,1)(1,0) (8,6)      Ladder diagram         Stack notation    (7,6)     Dual    Self-dual      A pseudohalfshower is a pattern similar to a fountain , but with each hand juggling a different number of objects, so one hand throws higher than the other. Any 2-handed period 2 non-crossing siteswap that isn't a fountain is a pseudohalfshower.   Video : 6 ball pseudohalfshower by Phil Thompson    5 ball asynch pseudohalfshower 3 up 360 animation    5 ball synch pseudohalfshower 3 up 360 animation    5 ball asynch pseudohalfshower 5 up 360 animation    5 ball synch pseudohalfshower 5 up 360 animation   The 6 ball pseudohalfshowers 84 and (8,4) are excited state siteswaps, so you can't enter them directly from the basic pattern . You can transition from the asynch fountain to a pseudohalfshower with a 7, and back to the fountain with a 5:   ...666666666666 7 848484848484 5 666666666666...   To transition from a synch fountain to a pseudohalfshower you can use a pair of (8x,6) throws, and you can go back to the fountain with a pair of (6x,4) throws:   ...(6,6)(6,6)(6,6)(6,6)(6,6)(6,6) (6,8x) (8,4)(8,4)(8,4)(8,4)(8,4)(8,4) (6x,4) (6,6)(6,6)(6,6)(6,6)(6,6)(6,6)...   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws that are done in pseudohalfshower patterns, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. 5 ball pseudohalfshower: Prerequisites: 5  ball  cascade , 3 balls in one hand (with each hand) Exercises to prepare for 64 :  2 ball 64  3 ball 646  4 ball 6424  4 ball 646404   Exercises to prepare for (6,4) :  2 ball (6,4)  3 ball (6,2)(6,4)(0,0)  3 ball (6,4)(6,0)(0,0)  4 ball (6,4)(2,4)  4 ball (6,4)(6,4)(0,4)   6 ball pseudohalfshower: Prerequisites: 6  ball  fountain , 8444 , 4 balls in one hand (with each hand) Exercises to prepare for 84 :  3 ball 8480  4 ball 8484  5 ball 848424  5 ball 84848   Exercises to prepare for (8,4) :  3 ball (8,4)(8,0)  4 ball (8,4)(8,4)  5 ball (8,4)(8,4)(2,4)  5 ball (8,4)(8,4)(8,4)(0,4)   7 ball pseudohalfshower: Prerequisites: 7  ball  cascade , 6 ball pseudohalfshower Exercises to prepare for 86 :  2 ball 86  3 ball 86  3 ball 8680  4 ball 86  4 ball 8686  5 ball 8642  5 ball 868  5 ball 86868  6 ball 864  6 ball 868626  6 ball 8686860   Exercises to prepare for (8,6) :  2 ball (8,6)  3 ball (8,6)  3 ball (8,2)(8,6)  4 ball (8,6)  4 ball (8,6)(8,6)  5 ball (8,6)(4,2)  5 ball (8,4)(8,6)  5 ball (8,4)(8,6)(8,6)(0,0)  6 ball (8,6)(4,6)  6 ball (8,6)(8,6)(2,6)  6 ball (8,6)(8,6)(8,6)(0,6)   See also Edit  Fountain  Halfshower  Pseudoshower  (8,4)*  8844  645  (6x,4)*  (6,4x)*     Retrieved from "" http://juggle.wikia.com/wiki/Pseudohalfshower?oldid=21514 ""     "
852,5,852,https://vignette.wikia.nocookie.net/juggle/images/5/56/852_200.gif,,,https://juggle.wikia.com/wiki/852,"           852         Capacity    5     Period    3     Full period    15     Orbits    1     Composition    Prime     States    (Excited state) 111101 (8) 11101001 (5) 1101101 (2)      Ladder diagram         Stack notation    542     Dual    Self-dual     Anagrams    825 ( time-reverse )    852 is a symmetrical 5 object siteswap with the same throwing rhythm as 552 : right-left-pause-left-right-pause... with a 1-beat pause between throws with the same hand. The 8s should be about three times as high as the 5s. This is an excited state siteswap, starting in the state 111101. You can do this pattern from a cold start by throwing an 8 first from the hand that is only holding two objects, or transition from the basic pattern to 852 using a 6, and then back to the basic pattern with a 4:   ...5555555555 6 852852852852852852 4 5555555555...   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 5  ball  cascade  Exercises to prepare for 852 :  1 ball 8  2 ball 85  3 ball 851  3 ball 8518  4 ball 85  4 ball 85285   Variations Edit  (6,4x)*   825   855  882  b52  885  b55  b82   834  807  645  a50  726  a23     Retrieved from "" http://juggle.wikia.com/wiki/852?oldid=19638 ""     "
756,6,756,https://vignette.wikia.nocookie.net/juggle/images/2/2e/756_200.gif,"https://www.youtube.com/watch?v=XF0SJ8Cse9w,,,",,https://juggle.wikia.com/wiki/756,"           756    6 ball high-low-middle     Capacity    6     Period    3     Full period    12     Orbits    4     Composition    75 6      States    (Ground state) 111111 (7) 1111101 (5) 111111 (6)      Ladder diagram         Stack notation    656     Dual    Self-dual    756 is a symmetrical 6 object siteswap . The 7 is a crossing throw about 1 1/2 times as high as the fountain , the 5 also crosses, less than half the height of the 7, and the 6 is a non-crossing throw the same as a throw in the basic fountain pattern, 1 1/2 times as high as the 5. This is the 6 object version of 534 . All the 6s are done with the same two objects. Before learning this pattern, you should already be good at the 6 ball fountain , 75 (starting from both sides), 645 , 753 , 726 , and 7562 (starting from both sides).  World records Edit  756 world records with publicly available video evidence:  6 ball 756: 9 minutes and 13 seconds by Christian Hauschild in 2014 ( video ) 6 ring 756: 133 catches by Jonah Botvinick-Greenhouse in 2017 ( video ) 6 club 756: 113 catches by Christof Buch in 2016 ( video at 1:45)      756 with outside 6s    Variations Edit  a56  867  975   45678  3456789  23456789a  123456789ab   936  963  774  837  855  945   7562  a756     Retrieved from "" http://juggle.wikia.com/wiki/756?oldid=21199 ""     "
777711,5,777711,https://vignette.wikia.nocookie.net/juggle/images/7/7f/777711_200.gif,,,https://juggle.wikia.com/wiki/777711,"           777711    5 ball 4 high 2 low     Capacity    5     Period    6     Full period    30     Orbits    1     Composition    Prime     States    (Ground state) 11111 (7) 1111001 (7) 1110011 (7) 1100111 (7) 1001111 (1) 101111 (1)      Ladder diagram         Stack notation    555511     Dual    993333      Anagrams    777171  771771     777711 is an asymmetrical 5 object siteswap where all the throws cross. Four throws are made at 7 object height (more than twice the height of the 5 object cascade ), and the remaining object is passed from one hand to the other and back. This is the 5 object version of 5511 .   Video : 5 club 777711 with a club passed around the body by Vova Galchenko   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. Prerequisites: 5  ball  cascade , 5511  Exercises to prepare for 777711 :  1 ball 7  2 ball 77  2 ball 71  2 ball 7117  3 ball 7  3 ball 77  3 ball 777  3 ball 7711  4 ball 77  4 ball 7777  4 ball 7771  4 ball 777111  5 ball 777  5 ball 7777   Variations Edit  888822  999933   5511  66611  8888811  99999911   777720  868611  888411  995511  a66611  a86411   777771  d77711  d77117  d71177  d11777   c777711   66661  8888111  99991111       Juggling Tutorial - 5ball 07 - 777711  5 ball 777711 variations      Retrieved from "" http://juggle.wikia.com/wiki/777711?oldid=19932 ""     "
75751,5,75751,https://vignette.wikia.nocookie.net/juggle/images/5/55/75751_200.gif,,,https://juggle.wikia.com/wiki/75751,"           75751         Capacity    5     Period    5     Full period    15     Orbits    3     Composition    Prime     States    (Ground state) 11111 (7) 1111001 (5) 111011 (7) 1101101 (5) 101111 (1)      Ladder diagram         Stack notation    54541     Dual    95353     75751 is a symmetrical 5 object siteswap where all the throws cross. The 7s are around twice the height of the 5s. All the 5s are done with the same two objects.   Video : 21 rounds of 5 ball 75751 by Matthew Tiffany    Video : 5 ball 75751 with overhead 5s by Tony Pezzo   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 66661  Exercises to prepare for 75751 :  1 ball 7  2 ball 75  2 ball 57  3 ball 7  3 ball 57  3 ball 751  3 ball 757  4 ball 75  4 ball 575  4 ball 757  4 ball 757500   Variations Edit  9797971   97973   868611  9797111   75756   b75751   75   753  7571  95551  97531       75751 Backcrosses  5 club 75751 in backcrosses with outside 7s by Vova Galchenko      Retrieved from "" http://juggle.wikia.com/wiki/75751?oldid=19364 ""     "
88333,5,88333,https://vignette.wikia.nocookie.net/juggle/images/8/81/88333_200.gif,,,https://juggle.wikia.com/wiki/88333,"           88333    5 ball 2 high 3 low     Capacity    5     Period    5     Full period    25     Orbits    1     Composition    Prime     States    (Ground state) 11111 (8) 11110001 (8) 11100011 (3) 1110011 (3) 111011 (3)      Ladder diagram         Stack notation    55333     Dual    77722      Anagrams    83833     88333 is a symmetrical 5 object siteswap . The 8s are about three times as high as the basic pattern , and the 3s are about a quarter the height of the basic pattern. This is a more advanced version of 663 .   Video : 5 ball 2 high 3 low 360 by Paweł Witczak   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 663 , 83333  Exercises to prepare for 88333 :  2 ball 88  3 ball 88  3 ball 883  4 ball 88  4 ball 8831  4 ball 8833  5 ball 883335   Variations Edit  99444   999333   88833  88883  d8333  d3338   b88333   88441  88531  83536  85363  86335  97333  a3633  a3138  a3183  a8133   663  7733  993333   8444  888222  8888111  88888000       88333.avi  5 ball 88333 with the 3s blind behind the back by Thom Wall       Otro mas de los trucasos de hoy  5 ball 88333 with the 3s behind the neck      Retrieved from "" http://juggle.wikia.com/wiki/88333?oldid=19943 ""     "
888882,7,888882,https://vignette.wikia.nocookie.net/juggle/images/9/90/888882_200.gif,,,https://juggle.wikia.com/wiki/888882,"           888882         Capacity    7     Period    6     Full period    72     Orbits    2     Composition    Prime     States    (Ground state) 1111111 (8) 11111101 (8) 11111011 (8) 11110111 (8) 11101111 (8) 11011111 (2)      Ladder diagram         Stack notation    777772     Dual    c66666        (8,8)(8,8)(8,2)         Capacity    7     Period    6     Full period    72     Orbits    2     Composition    Prime     States    (1,1)(1,1)(1,1)(1,0) (8,8) (1,1)(1,1)(1,0)(1,1) (8,8) (1,1)(1,0)(1,1)(1,1) (8,2)      Ladder diagram         Stack notation    (7,7)(7,7)(7,2)     Dual    (c,6)(6,6)(6,6)     888882 is an asymmetrical 7 object siteswap where none of the throws cross. This pattern is a good exercise to work on to prepare for the 8 ball  fountain , since it's just like an 8 ball fountain except one hand is only juggling 3 balls (at the height and speed of 4 in 1 hand - siteswap 808020 ), so there is a pause on every 6th beat. The 8s should be about 1 1/3 times as high as the basic pattern . This is the 7 object version of 6662 , and it can be done either synch or asynch.  Siteswap exercises Edit  You can use these exercises to practice the same kind of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. Prerequisites: 7  ball  cascade , 4 in 1 hand  Exercises to prepare for 888882 :  2 ball 88  3 ball 8  3 ball 888  4 ball 88  4 ball 8888  5 ball 888  5 ball 88888  6 ball 8888   Exercises to prepare for (8,8)(8,8)(8,2) :  2 ball (8,8)  3 ball 8  3 ball (8,8)(8,0)  4 ball (8,8)  4 ball (8,8)(8,8)  5 ball (8,8)(8,2)  5 ball (8,8)(8,8)(8,0)  6 ball (8,8)(8,8)   Variations Edit  9999992   999993   ca8642   86  885  8884  88883  8888881  88888880   8888820   e888882     Retrieved from "" http://juggle.wikia.com/wiki/888882?oldid=19950 ""     "
990,6,990,https://vignette.wikia.nocookie.net/juggle/images/9/95/990_200.gif,,,https://juggle.wikia.com/wiki/990,"           990         Capacity    6     Period    3     Full period    9     Orbits    2     Composition    Prime     States    (Excited state) 11011011 (9) 101101101 (9) 011011011 (0)      Ladder diagram         Stack notation    660     Dual    c33     990 is a symmetrical 6 object siteswap where all the throws cross. This pattern has a right-left-pause-left-right-pause rhythm like 882 . The 9s should be about 2 1/2 times as high as the basic pattern juggled at the same speed. In this pattern there are two sets of 3 objects that are each juggled in a slow cascade ( 900 ). This is an excited state siteswap, starting in the state 11011011. You can switch from the fountain to 990 with the transition 7788, and back to the basic pattern with the transition 24:   ...666666666666 7788 990990990990990990 24 666666666666...   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 972  Exercises to prepare for 990 :  2 ball 99  3 ball 99  3 ball 9909  4 ball 99  4 ball 99299  5 ball 999  5 ball 6992996  6 ball 9999   Variations Edit  aa1   993  b90  b09   972  a80  b07     Retrieved from "" http://juggle.wikia.com/wiki/990?oldid=21526 ""     "
Outside_throws,,,https://vignette.wikia.nocookie.net/juggle/images/1/11/3_200.gif,"https://www.youtube.com/watch?v=Mv9ufVTAtH4,,,",,https://juggle.wikia.com/wiki/Outside_throws,"             3 ball basic cascade (inside throws)    3 ball reverse cascade (outside throws)   A basic 3 ball cascade is done with inside throws , where the balls are thrown on the inside of the pattern and caught on the outside. Each throw goes underneath the incoming ball. In a cascade done with outside throws , the balls are thrown on the outside of the pattern and caught on the inside. Each throw goes over the top of the incoming ball. This pattern is called a reverse cascade or a full reverse , because this is what a video of a normal cascade looks like if you play it in reverse .      4 ball asynch reverse fountain     4 ball synch reverse fountain    5 ball reverse cascade   A pattern where one hand does outside throws and the other does inside throws is called a halfshower .      3 ball halfshower    4 ball synch halfshower    4 ball asynch halfshower   Other patterns that combine inside and outside throws include tennis (a basic cascade with an outside throw every third throw) and reverse tennis (a reverse cascade with an inside throw every third throw).      3 ball tennis    3 ball reverse tennis    5 ball tennis   Outside throws with rings and clubs are usually done as flat fronts .      Inside-outside-patterns  4 and 5 ball inside/outside patterns by Paul Lind       Your First 3-Ball Juggling Tricks  3 ball outside throws tutorial    World records Edit  Full reverse world records with publicly available video evidence:  3 balls: 47 minutes and 56 seconds by Ross Halsey in 2018 ( video ) 4 balls: 17 minutes and 34 seconds by Patrick Quin in 2018 ( video ) 5 balls: 5 minutes and 28 seconds by Matan Presberg in 2016 ( video ) 6 balls: 130 catches by Matan Presberg in 2017 ( video ) 7 balls: 90 catches by Jan Fichtner in 2006 ( video ) 8 balls: 13 catches by Luca Pferdmenges in 2015 ( video ) 9 balls: 16 catches by Matan Presberg in 2017 ( video )  3 rings: 1 hour, 53 minutes and 11 seconds by Ameron Rosvall in 2018 ( video ) 5 rings: 1 minute and 54 seconds by Jean-Philippe Deltell in 2017 ( video ) 7 rings: 44 catches by Jonah Botvinick-Greenhouse in 2018 ( video ) 8 rings: 24 catches by Nikolai Gerasimov in 2013 ( video ) 10 rings: 10 catches by Nikolai Gerasimov in 2001 ( video )  4 clubs: 2 minutes and 30 seconds by Kenny Cheung in 2018 ( video ) 6 clubs: 15 catches by Haavard Hvidsten in 2017 ( video ) 8 clubs: 8 catches by Nikolai Gerasimov in 2001 ( video )   Records with insufficient video evidence:  7 balls: 110 catches by Daryl Sims in 1994 (the whole pattern isn't continuously visible in the video ) 8 balls: 13 catches by Luke Davies in 2015 ( video no longer available)  Unverified claims:  3 balls: 49 minutes and 58 seconds by Michael Geddes in 2010 ( claim ) 5 balls: 7 minutes and 30 seconds by Robin Lövgren in 2009 ( claim ) 5 balls: 7 minutes and 32 seconds by Thomas Dietz in 2004 ( claim ) 7 balls: 1 minute+ by Daryl Sims in 1994 ( claim ) 8 balls: 16 catches by Luke Davies in 2016 ( claim )  4 rings: 11 minutes and 20 seconds by Ameron Rosvall in 2008 ( claim ) 5 rings: 500 catches by Marco Bonisimo ( claim )  3 clubs: 31 minutes and 17 seconds by Michael Geddes in 2011 ( claim )   See also Edit  Reversed patterns  Flat fronts  Slam  Lid  Columns     Retrieved from "" http://juggle.wikia.com/wiki/Outside_throws?oldid=21592 ""     "
